transaction_id,transaction_date,year,quarter,month,region,department,product_category,revenue,expense,units_sold,customers
46,2024-07-07,2024,Q3,7,West,Operations,Services,104184.66,84233.49,321,78
47,2025-10-22,2025,Q4,10,East,Marketing,Subscription,111221.16,60269.81,494,48
48,2024-05-01,2024,Q2,5,East,Sales,Hardware,156195.16,85375.57,213,42
49,2024-04-23,2024,Q2,4,West,IT,Software,113806.15,94577.33,599,54
50,2025-08-08,2025,Q3,8,West,Operations,Hardware,152931.31,69183.72,119,113
51,2024-12-22,2024,Q4,12,West,Sales,Hardware,203906.65,102398.7,146,123
52,2025-08-09,2025,Q3,8,West,IT,Subscription,199955.58,153920.17,496,120
53,2024-11-08,2024,Q4,11,East,IT,Subscription,147215.95,83629.98,89,78
54,2025-06-03,2025,Q2,6,East,IT,Software,51982.94,28561.63,166,59
55,2025-07-25,2025,Q3,7,East,IT,Subscription,106075.98,57168.46,440,104
56,2024-10-18,2024,Q4,10,West,Marketing,Software,208834.62,120790.66,409,112
57,2024-08-27,2024,Q3,8,South,Finance,Subscription,119700.19,73879.99,424,47
58,2025-03-02,2025,Q1,3,North,Marketing,Software,41369.76,26240.98,482,51
59,2025-07-25,2025,Q3,7,East,Operations,Subscription,88734.93,68976.21,398,76
60,2025-05-21,2025,Q2,5,North,Marketing,Software,171059.73,80808.07,368,62
61,2024-11-05,2024,Q4,11,North,Sales,Hardware,63875.33,29303.66,166,66
62,2025-11-20,2025,Q4,11,North,IT,Hardware,115681.63,64803.09,387,47
63,2024-03-23,2024,Q1,3,East,Sales,Software,206133.0,143796.85,394,106
64,2024-02-26,2024,Q1,2,South,Sales,Services,190807.18,135125.26,133,149
65,2024-06-04,2024,Q2,6,West,Finance,Software,123662.35,73792.96,440,130
66,2025-06-26,2025,Q2,6,West,Operations,Subscription,59346.71,40020.52,286,162
67,2025-08-15,2025,Q3,8,West,IT,Services,87849.39,48805.86,98,76
68,2024-08-12,2024,Q3,8,West,Finance,Software,121389.77,71590.36,509,59
69,2025-06-08,2025,Q2,6,East,IT,Services,133379.25,89650.83,205,26
70,2025-08-13,2025,Q3,8,South,Marketing,Subscription,112394.04,51410.68,311,61
71,2024-05-23,2024,Q2,5,East,Marketing,Services,107973.24,83220.62,348,95
72,2025-05-25,2025,Q2,5,East,Finance,Hardware,48527.9,25856.21,132,142
73,2024-04-10,2024,Q2,4,South,Marketing,Services,166294.08,144666.04,547,157
74,2024-04-09,2024,Q2,4,East,Operations,Services,59991.1,27360.97,556,37
75,2024-01-16,2024,Q1,1,East,Operations,Subscription,45004.59,20489.43,301,125
76,2025-06-16,2025,Q2,6,South,Sales,Services,208507.4,136660.66,76,107
77,2024-10-04,2024,Q4,10,North,Operations,Hardware,183172.7,157184.89,97,68
78,2025-10-19,2025,Q4,10,South,IT,Subscription,112850.32,72265.96,449,83
79,2024-10-18,2024,Q4,10,North,Operations,Hardware,76605.99,37147.06,255,49
80,2024-03-10,2024,Q1,3,North,Marketing,Subscription,159427.37,103956.59,43,64
81,2025-12-04,2025,Q4,12,West,Sales,Hardware,205162.65,161825.33,212,113
82,2024-11-24,2024,Q4,11,South,Finance,Hardware,38924.92,20293.38,324,157
83,2025-08-16,2025,Q3,8,North,Marketing,Services,161448.07,138094.73,522,143
84,2025-02-27,2025,Q1,2,North,Marketing,Services,142724.16,65813.24,244,177
85,2024-11-15,2024,Q4,11,East,IT,Software,173806.26,91305.99,541,171
86,2025-03-04,2025,Q1,3,West,Marketing,Software,116652.03,72976.31,338,176
87,2024-06-15,2024,Q2,6,West,Marketing,Services,154203.79,95944.75,573,14
88,2024-06-22,2024,Q2,6,East,Finance,Software,214186.02,133608.23,536,5
89,2025-07-07,2025,Q3,7,North,Operations,Services,146413.61,97270.18,462,18
90,2025-09-20,2025,Q3,9,South,Finance,Subscription,196765.09,129555.27,39,166
91,2024-12-04,2024,Q4,12,South,Finance,Software,132689.02,65028.23,126,123
92,2024-08-15,2024,Q3,8,East,IT,Services,106020.62,69705.89,493,67
93,2024-07-26,2024,Q3,7,South,IT,Hardware,193485.25,110051.78,434,92
94,2025-01-11,2025,Q1,1,East,Finance,Subscription,193725.82,124374.96,505,93
95,2025-08-11,2025,Q3,8,East,Operations,Hardware,136500.54,75134.25,430,16
96,2025-12-11,2025,Q4,12,West,Marketing,Hardware,121589.09,56650.6,524,156
97,2024-08-16,2024,Q3,8,North,IT,Subscription,27992.78,14331.93,168,24
98,2025-06-21,2025,Q2,6,West,Sales,Services,191206.56,156697.05,399,86
99,2025-09-24,2025,Q3,9,North,IT,Software,70780.2,52681.12,304,63
100,2024-07-11,2024,Q3,7,North,Sales,Subscription,57441.13,33245.23,39,16
101,2024-05-26,2024,Q2,5,East,Finance,Subscription,53386.11,36217.22,589,179
102,2024-03-15,2024,Q1,3,South,Sales,Subscription,145843.52,80732.67,156,64
103,2025-08-15,2025,Q3,8,East,Sales,Subscription,200735.84,148820.07,171,23
104,2025-10-04,2025,Q4,10,East,Marketing,Services,114082.98,66158.13,403,128
105,2024-07-01,2024,Q3,7,East,IT,Services,218574.95,126106.65,415,75
106,2024-10-09,2024,Q4,10,West,Finance,Hardware,143377.67,86241.38,204,163
107,2024-11-03,2024,Q4,11,North,Sales,Services,178779.04,83015.47,383,38
108,2025-06-17,2025,Q2,6,West,Operations,Hardware,50771.16,34623.16,384,140
109,2025-03-03,2025,Q1,3,East,Marketing,Services,170579.07,101605.01,127,124
110,2024-04-04,2024,Q2,4,West,IT,Services,42609.06,26403.43,280,142
111,2025-06-08,2025,Q2,6,East,IT,Subscription,185371.37,158367.49,120,177
112,2025-01-21,2025,Q1,1,East,IT,Hardware,151292.21,109418.11,485,82
113,2025-02-18,2025,Q1,2,South,Sales,Software,84351.09,55825.96,109,65
114,2024-07-04,2024,Q3,7,West,Finance,Subscription,139531.37,106383.97,434,172
115,2025-10-28,2025,Q4,10,West,Finance,Software,159604.73,86733.35,465,65
116,2025-02-03,2025,Q1,2,East,IT,Services,36807.27,20929.68,135,121
117,2024-11-03,2024,Q4,11,North,Sales,Services,72495.93,36548.63,588,57
118,2024-10-28,2024,Q4,10,South,Operations,Services,176001.87,138886.03,12,75
119,2024-03-26,2024,Q1,3,East,Operations,Software,153906.24,70963.93,25,96
120,2024-10-04,2024,Q4,10,East,Sales,Hardware,76746.66,38719.16,441,139
121,2024-08-17,2024,Q3,8,West,Finance,Software,113141.06,61692.02,54,173
122,2025-08-23,2025,Q3,8,North,Sales,Subscription,190223.22,120467.92,120,130
123,2025-02-13,2025,Q1,2,North,Finance,Hardware,37808.04,21484.68,571,88
124,2025-08-14,2025,Q3,8,West,Sales,Software,191294.58,139624.8,574,60
125,2025-04-11,2025,Q2,4,West,Finance,Subscription,102752.39,78475.43,330,114
126,2025-06-24,2025,Q2,6,South,Marketing,Software,42788.83,20825.61,452,29
127,2025-03-10,2025,Q1,3,North,IT,Services,155652.59,97539.34,443,18
128,2025-06-28,2025,Q2,6,North,IT,Hardware,55172.38,36267.09,120,94
129,2025-02-20,2025,Q1,2,East,IT,Hardware,182408.17,148373.86,580,11
130,2025-01-19,2025,Q1,1,South,Finance,Services,204699.82,123012.32,195,41
131,2025-02-11,2025,Q1,2,South,Sales,Software,170491.79,92493.01,439,121
132,2024-06-03,2024,Q2,6,East,Finance,Software,197251.73,101959.29,60,177
133,2025-08-12,2025,Q3,8,West,Marketing,Subscription,105765.83,57398.55,534,34
134,2025-02-20,2025,Q1,2,East,IT,Subscription,127752.15,74431.0,235,106
135,2024-01-04,2024,Q1,1,South,Finance,Hardware,174633.16,135967.49,306,88
136,2024-08-27,2024,Q3,8,West,Operations,Hardware,99140.45,74610.99,522,148
137,2025-02-14,2025,Q1,2,West,Sales,Subscription,28654.6,24244.65,330,152
138,2025-12-15,2025,Q4,12,West,Finance,Software,103981.3,89992.27,185,163
139,2025-02-28,2025,Q1,2,West,Sales,Hardware,109956.92,68414.47,90,106
140,2025-12-17,2025,Q4,12,East,Operations,Services,176927.98,85428.46,126,140
141,2024-06-05,2024,Q2,6,East,Operations,Hardware,45046.88,25229.24,187,159
142,2024-03-11,2024,Q1,3,West,Marketing,Subscription,157821.03,130877.94,340,165
143,2024-08-17,2024,Q3,8,North,Marketing,Subscription,148120.1,117373.59,67,95
144,2024-05-28,2024,Q2,5,West,Marketing,Software,36093.56,29150.23,88,170
145,2024-10-20,2024,Q4,10,West,Marketing,Software,112698.07,89957.95,202,87
146,2025-09-17,2025,Q3,9,South,Sales,Subscription,45182.87,37801.1,361,26
147,2024-01-10,2024,Q1,1,South,Marketing,Subscription,127193.37,90589.19,382,100
148,2025-07-04,2025,Q3,7,East,IT,Software,178899.25,130299.71,77,89
149,2025-05-10,2025,Q2,5,East,IT,Hardware,90005.6,63055.94,154,94
150,2025-03-23,2025,Q1,3,North,Finance,Subscription,150481.19,88971.24,140,176
151,2024-11-25,2024,Q4,11,West,IT,Services,28554.95,16642.18,229,92
152,2025-04-25,2025,Q2,4,South,Operations,Hardware,40047.19,32562.54,113,134
153,2024-11-26,2024,Q4,11,East,IT,Hardware,141463.06,73041.44,195,164
154,2024-12-10,2024,Q4,12,West,Sales,Subscription,96038.39,72933.65,464,161
155,2025-04-15,2025,Q2,4,South,Finance,Subscription,201275.0,107365.51,594,117
156,2025-07-21,2025,Q3,7,West,Operations,Hardware,181245.55,92346.67,266,18
157,2025-06-17,2025,Q2,6,North,IT,Software,80587.29,62708.21,289,120
158,2024-07-13,2024,Q3,7,North,Operations,Subscription,197502.81,167897.72,434,18
159,2025-04-11,2025,Q2,4,West,Sales,Services,68785.06,40379.2,111,171
160,2024-03-20,2024,Q1,3,North,Finance,Subscription,160734.04,81923.06,490,119
161,2024-02-04,2024,Q1,2,North,Finance,Hardware,187817.8,128840.35,550,113
162,2025-04-04,2025,Q2,4,East,Sales,Software,71495.7,51816.45,478,21
163,2025-10-12,2025,Q4,10,North,IT,Hardware,165116.14,94982.56,11,162
164,2024-10-17,2024,Q4,10,West,Operations,Software,127079.49,76890.67,548,144
165,2024-07-26,2024,Q3,7,West,Sales,Subscription,216302.69,120928.26,26,96
166,2024-06-06,2024,Q2,6,South,Sales,Services,51014.87,30684.86,356,169
167,2025-12-10,2025,Q4,12,West,Operations,Hardware,37304.6,29237.92,478,14
168,2024-01-09,2024,Q1,1,South,Sales,Services,207007.34,139029.22,566,126
169,2024-11-04,2024,Q4,11,South,Finance,Services,193117.01,90872.32,349,74
170,2025-07-26,2025,Q3,7,West,Marketing,Subscription,91112.14,48319.63,519,99
171,2025-02-11,2025,Q1,2,West,Sales,Subscription,142478.39,114496.6,568,80
172,2024-02-12,2024,Q1,2,East,Finance,Services,111953.57,84927.42,180,118
173,2025-01-22,2025,Q1,1,East,IT,Subscription,78538.3,68439.2,68,24
174,2025-06-05,2025,Q2,6,South,Sales,Hardware,190490.52,141263.62,458,13
175,2024-04-15,2024,Q2,4,East,Finance,Subscription,210146.09,97492.17,167,178
176,2025-06-04,2025,Q2,6,West,Sales,Hardware,128244.68,79659.78,295,68
177,2024-12-07,2024,Q4,12,South,Marketing,Subscription,203140.79,101699.84,276,119
178,2025-12-03,2025,Q4,12,West,Operations,Software,51467.04,24799.0,186,118
179,2025-11-17,2025,Q4,11,East,Sales,Services,198809.68,162245.73,188,97
180,2024-02-12,2024,Q1,2,South,Operations,Hardware,179122.75,82629.71,577,151
181,2025-09-14,2025,Q3,9,South,IT,Software,37820.88,23494.66,500,139
182,2025-10-05,2025,Q4,10,North,Operations,Services,150256.02,96688.1,539,93
183,2024-03-06,2024,Q1,3,West,IT,Software,187121.21,125892.14,321,47
184,2025-12-05,2025,Q4,12,South,Finance,Services,189957.07,105950.51,574,75
185,2025-10-20,2025,Q4,10,North,IT,Hardware,140402.65,98236.64,185,173
186,2025-10-21,2025,Q4,10,North,Sales,Software,33865.05,24580.1,600,72
187,2024-10-10,2024,Q4,10,West,IT,Software,122117.42,87885.53,306,169
188,2025-04-16,2025,Q2,4,West,Finance,Subscription,39229.74,18664.04,460,111
189,2025-04-05,2025,Q2,4,East,IT,Hardware,85953.59,65229.84,363,107
190,2025-09-04,2025,Q3,9,North,Finance,Hardware,115962.15,65520.1,263,41
191,2024-05-19,2024,Q2,5,West,IT,Subscription,73412.7,60351.28,173,88
192,2025-04-13,2025,Q2,4,South,Marketing,Subscription,122258.14,71236.44,33,28
193,2025-04-18,2025,Q2,4,South,IT,Services,34488.34,19692.26,491,78
194,2024-02-13,2024,Q1,2,West,Operations,Services,166864.07,129896.74,384,16
195,2024-10-27,2024,Q4,10,South,Finance,Services,39338.69,26232.21,573,76
196,2024-03-07,2024,Q1,3,North,Marketing,Services,180004.96,107248.16,384,41
197,2025-09-15,2025,Q3,9,North,Sales,Software,51722.09,30681.93,495,137
198,2024-10-11,2024,Q4,10,South,Finance,Services,56687.9,49656.6,316,156
199,2025-12-10,2025,Q4,12,East,Marketing,Software,96829.77,71628.54,436,154
200,2024-10-21,2024,Q4,10,West,Finance,Hardware,165673.02,116122.71,184,139
201,2025-03-14,2025,Q1,3,South,Sales,Software,62202.94,39787.9,438,43
202,2024-07-13,2024,Q3,7,West,Sales,Hardware,126143.23,87187.84,499,139
203,2025-03-16,2025,Q1,3,West,IT,Services,131523.28,97409.23,280,161
204,2024-04-23,2024,Q2,4,East,IT,Services,68849.07,59785.2,314,78
205,2024-12-04,2024,Q4,12,West,Finance,Subscription,93016.62,79202.83,290,78
206,2025-07-15,2025,Q3,7,East,Operations,Services,33202.96,28580.61,90,93
207,2025-12-05,2025,Q4,12,West,Operations,Hardware,186450.58,105640.49,585,74
208,2024-10-04,2024,Q4,10,South,Operations,Software,155617.62,105562.88,248,18
209,2025-06-21,2025,Q2,6,West,Sales,Hardware,26010.38,17860.07,171,109
210,2025-08-19,2025,Q3,8,South,Finance,Services,80655.99,38347.08,101,171
211,2024-09-26,2024,Q3,9,North,Operations,Subscription,197037.77,103560.91,47,106
212,2025-03-15,2025,Q1,3,East,Sales,Software,83186.48,58995.58,353,77
213,2025-03-09,2025,Q1,3,West,Finance,Hardware,182718.71,108204.95,479,170
214,2024-01-17,2024,Q1,1,East,Finance,Hardware,59221.51,48451.66,425,114
215,2025-02-09,2025,Q1,2,West,Sales,Hardware,216428.61,141826.81,264,6
216,2025-04-21,2025,Q2,4,West,Finance,Services,83879.44,63818.79,21,71
217,2025-12-23,2025,Q4,12,South,Sales,Software,115752.02,60038.05,524,84
218,2024-11-24,2024,Q4,11,East,Finance,Hardware,67730.08,34368.58,166,121
219,2025-07-15,2025,Q3,7,West,IT,Hardware,173562.63,128878.41,93,139
220,2025-02-15,2025,Q1,2,North,Sales,Hardware,136676.83,70311.55,345,138
221,2024-11-05,2024,Q4,11,South,IT,Subscription,42733.62,28608.51,66,121
222,2025-08-09,2025,Q3,8,North,IT,Subscription,156189.7,90982.52,32,106
223,2024-12-02,2024,Q4,12,South,IT,Software,33831.51,20236.23,75,143
224,2024-08-13,2024,Q3,8,North,Finance,Subscription,60096.36,30543.04,440,100
225,2025-07-13,2025,Q3,7,West,Sales,Hardware,152439.15,91393.53,192,142
226,2024-12-18,2024,Q4,12,South,Sales,Software,215805.68,140077.67,567,113
227,2025-04-26,2025,Q2,4,South,Marketing,Services,55248.67,29339.62,125,13
228,2025-10-22,2025,Q4,10,North,Operations,Hardware,38121.73,26890.92,467,158
229,2024-04-17,2024,Q2,4,North,Marketing,Subscription,70696.16,38418.11,67,40
230,2025-04-14,2025,Q2,4,East,IT,Services,71196.29,58864.46,543,61
231,2025-05-12,2025,Q2,5,North,IT,Hardware,147068.66,93196.86,517,17
232,2025-09-08,2025,Q3,9,East,Marketing,Subscription,54097.43,33101.02,560,126
233,2024-05-05,2024,Q2,5,South,Marketing,Software,134665.26,116640.05,580,140
234,2025-04-18,2025,Q2,4,East,Operations,Services,151107.64,127921.26,389,28
235,2024-01-16,2024,Q1,1,East,Marketing,Software,195355.99,103716.49,582,60
236,2024-06-08,2024,Q2,6,East,Sales,Hardware,207746.15,179428.97,130,127
237,2024-07-12,2024,Q3,7,South,IT,Services,176225.21,108146.69,556,171
238,2025-05-07,2025,Q2,5,East,IT,Subscription,115870.79,92141.74,490,86
239,2025-06-19,2025,Q2,6,West,Sales,Hardware,169544.21,77477.39,576,154
240,2025-05-18,2025,Q2,5,South,Operations,Services,69853.63,48548.94,261,132
241,2025-05-24,2025,Q2,5,West,Marketing,Subscription,57805.56,45772.72,183,40
242,2025-03-14,2025,Q1,3,North,IT,Software,188618.36,90906.9,59,6
243,2024-11-20,2024,Q4,11,South,Sales,Hardware,26782.59,17876.45,392,20
244,2025-11-24,2025,Q4,11,West,Sales,Software,128781.43,80729.93,27,140
245,2025-09-17,2025,Q3,9,East,Sales,Subscription,182202.7,153269.38,119,29
246,2024-04-12,2024,Q2,4,South,IT,Services,183966.81,103931.98,416,25
247,2025-08-13,2025,Q3,8,South,Operations,Services,158388.12,129020.25,42,28
248,2025-07-26,2025,Q3,7,West,Sales,Software,162054.8,78686.52,454,170
249,2025-10-09,2025,Q4,10,North,IT,Software,69804.47,58464.55,590,126
250,2024-02-19,2024,Q1,2,East,IT,Software,59974.13,48919.93,26,58
251,2024-12-18,2024,Q4,12,West,Sales,Services,56677.8,31365.67,408,178
252,2025-07-20,2025,Q3,7,South,Sales,Services,35470.8,22628.52,87,92
253,2025-06-06,2025,Q2,6,North,Finance,Subscription,120667.67,72762.46,394,115
254,2025-02-11,2025,Q1,2,East,Operations,Software,40997.41,21167.58,167,104
255,2025-02-03,2025,Q1,2,North,Sales,Services,111723.49,86851.49,114,38
256,2024-07-20,2024,Q3,7,West,IT,Subscription,45142.12,22053.56,577,28
257,2025-07-19,2025,Q3,7,North,Finance,Subscription,100620.91,48944.1,582,67
258,2024-11-06,2024,Q4,11,West,Operations,Hardware,77439.2,43785.28,159,21
259,2025-05-16,2025,Q2,5,West,Finance,Subscription,177619.99,107510.49,262,165
260,2024-08-15,2024,Q3,8,North,Operations,Services,26319.64,16322.06,399,89
261,2025-07-06,2025,Q3,7,South,Finance,Services,142626.2,106823.56,500,85
262,2025-06-04,2025,Q2,6,East,Marketing,Hardware,88547.82,50519.1,412,98
263,2024-10-26,2024,Q4,10,South,IT,Software,210835.9,136726.57,224,117
264,2025-12-05,2025,Q4,12,North,Marketing,Subscription,52139.93,30252.53,268,173
265,2025-07-02,2025,Q3,7,North,Marketing,Subscription,138537.58,94174.8,438,144
266,2025-12-21,2025,Q4,12,North,Sales,Hardware,153232.32,92346.04,55,149
267,2025-06-19,2025,Q2,6,West,Sales,Software,44228.28,24124.78,541,147
268,2024-08-12,2024,Q3,8,East,Marketing,Subscription,175606.74,123467.99,522,43
269,2024-08-10,2024,Q3,8,North,Finance,Subscription,204506.77,99577.94,155,94
270,2025-08-03,2025,Q3,8,South,IT,Subscription,92918.56,45713.88,473,86
271,2025-01-17,2025,Q1,1,North,Sales,Services,151354.13,112179.13,178,67
272,2024-09-06,2024,Q3,9,South,Finance,Subscription,211900.21,116481.1,424,166
273,2024-11-14,2024,Q4,11,West,Marketing,Software,168790.73,140051.05,470,156
274,2025-01-04,2025,Q1,1,South,Operations,Services,171703.47,136977.1,74,152
275,2024-06-21,2024,Q2,6,East,Operations,Subscription,47221.22,34868.23,511,140
276,2025-10-06,2025,Q4,10,West,IT,Subscription,139465.92,83624.82,478,163
277,2025-10-23,2025,Q4,10,North,Operations,Services,47983.02,27893.17,197,100
278,2024-09-18,2024,Q3,9,West,Marketing,Hardware,137087.18,86626.3,508,167
279,2024-09-02,2024,Q3,9,South,Marketing,Services,52357.82,30643.43,471,163
280,2025-01-16,2025,Q1,1,West,Operations,Hardware,183967.11,159029.73,527,172
281,2025-11-10,2025,Q4,11,West,Marketing,Subscription,120296.4,58409.72,41,61
282,2024-05-17,2024,Q2,5,South,IT,Services,57800.75,37376.75,517,145
283,2024-10-07,2024,Q4,10,North,Finance,Services,130698.46,101345.95,461,144
284,2025-02-28,2025,Q1,2,South,Finance,Software,112697.81,67606.08,99,117
285,2024-04-20,2024,Q2,4,South,IT,Services,192904.5,137427.59,448,47
286,2024-04-23,2024,Q2,4,South,Sales,Services,128794.76,91012.66,182,87
287,2025-05-09,2025,Q2,5,East,IT,Software,51439.84,39739.36,431,20
288,2024-12-05,2024,Q4,12,South,Operations,Hardware,163722.0,132000.4,412,130
289,2025-11-17,2025,Q4,11,West,Marketing,Subscription,39725.67,31449.92,105,108
290,2025-12-21,2025,Q4,12,East,Marketing,Subscription,88821.41,40064.09,105,122
291,2025-02-11,2025,Q1,2,West,Operations,Subscription,185845.29,123164.77,340,77
292,2024-10-04,2024,Q4,10,West,Finance,Software,33958.87,24425.16,480,9
293,2024-08-10,2024,Q3,8,West,Sales,Subscription,64452.05,48087.32,145,171
294,2024-05-13,2024,Q2,5,North,Finance,Services,41072.0,30218.26,179,18
295,2025-12-05,2025,Q4,12,South,Marketing,Software,162221.12,73075.28,498,24
296,2024-09-16,2024,Q3,9,West,Sales,Software,160641.44,128731.12,442,38
297,2024-04-13,2024,Q2,4,West,Sales,Software,45124.3,27437.9,316,40
298,2024-11-21,2024,Q4,11,South,Sales,Software,144012.25,74968.47,369,59
299,2024-07-24,2024,Q3,7,West,Operations,Software,199835.62,101957.26,136,155
300,2025-06-20,2025,Q2,6,West,Finance,Hardware,73318.34,53316.13,264,146
301,2025-12-21,2025,Q4,12,North,Finance,Hardware,125961.08,84279.89,411,80
302,2024-04-01,2024,Q2,4,West,Marketing,Software,72010.94,52162.95,82,140
303,2025-06-01,2025,Q2,6,South,Marketing,Subscription,96255.43,71581.8,492,23
304,2024-01-10,2024,Q1,1,East,Operations,Software,204902.96,175792.89,417,134
305,2025-07-26,2025,Q3,7,West,Sales,Hardware,79106.21,46139.48,533,57
306,2024-09-08,2024,Q3,9,East,Marketing,Software,85483.05,54548.36,254,19
307,2024-07-01,2024,Q3,7,North,Marketing,Software,85311.56,65598.47,189,35
308,2024-12-12,2024,Q4,12,North,Operations,Subscription,210838.16,142293.05,275,47
309,2024-12-09,2024,Q4,12,East,Sales,Software,90327.15,57322.47,546,21
310,2024-08-06,2024,Q3,8,West,IT,Services,35810.63,29347.7,180,99
311,2025-02-16,2025,Q1,2,North,Operations,Software,33587.39,27577.24,260,16
312,2025-07-11,2025,Q3,7,South,Operations,Software,132808.63,111957.34,439,62
313,2024-07-08,2024,Q3,7,East,Finance,Software,136449.51,68407.92,63,50
314,2024-07-15,2024,Q3,7,North,Marketing,Services,175837.86,102618.98,98,146
315,2024-06-16,2024,Q2,6,South,Finance,Services,169217.32,93799.04,387,156
316,2024-12-21,2024,Q4,12,South,Operations,Software,206817.52,95194.26,564,93
317,2024-06-16,2024,Q2,6,North,Marketing,Services,45270.06,30684.96,253,112
318,2024-03-23,2024,Q1,3,East,Sales,Software,204648.51,171052.1,542,110
319,2025-08-19,2025,Q3,8,North,IT,Software,123558.41,89456.63,413,24
320,2024-07-11,2024,Q3,7,South,Operations,Services,75893.23,44431.98,412,88
321,2025-05-04,2025,Q2,5,South,Sales,Hardware,51541.81,40262.56,121,44
322,2024-08-10,2024,Q3,8,West,Finance,Subscription,48543.66,29323.46,222,120
323,2025-05-27,2025,Q2,5,North,Sales,Hardware,182481.4,105987.47,51,60
324,2025-03-27,2025,Q1,3,North,Operations,Services,102267.67,48173.06,316,71
325,2024-01-01,2024,Q1,1,West,Marketing,Hardware,43471.43,21467.07,153,36
326,2024-04-19,2024,Q2,4,South,Operations,Subscription,97586.75,70362.77,96,154
327,2025-02-28,2025,Q1,2,North,Sales,Hardware,200986.74,128767.27,141,28
328,2025-02-01,2025,Q1,2,North,Marketing,Software,57757.9,40243.98,414,132
329,2025-11-05,2025,Q4,11,West,Operations,Services,66869.64,35472.67,296,119
330,2024-10-09,2024,Q4,10,South,Finance,Subscription,105338.48,72346.06,72,27
331,2025-03-26,2025,Q1,3,West,Operations,Hardware,147997.11,117647.68,29,102
